Relaciones Existentes
[['PrescriptiveRecommendationProperty', 'PrescriptiveAnalysisRecommendationProperty', 'PropertyID']
 ['DeadlockProcesses', 'BlockingSessionStatistics', 'SessionID']
 ['DeadlockProcesses', 'BlockingSessionStatistics', 'SQLServerID']
 ['DeadlockProcesses', 'BlockingSessionStatistics', 'DatabaseID']
 ['DeadlockProcesses', 'BlockingSessionStatistics', 'ApplicationNameID']
 ['DeadlockProcesses', 'BlockingSessionStatistics', 'SQLStatementID']
 ['DeadlockProcesses', 'AnalysisConfigBlockedDatabases', 'DatabaseID']
 ['CustomCounterMap', 'CustomCounterStatistics', 'SQLServerID']
 ['CustomCounterMap', 'QuerySignatureAggregation', 'SQLServerID']
 ['CustomCounterMap', 'PermissionServers', 'SQLServerID']
 ['CustomCounterMap', 'PredictiveModels', 'SQLServerID']
 ['CustomCounterMap', 'PredictiveModels', 'Metric']
 ['CustomCounterMap', 'DiskDrives', 'SQLServerID']
 ['CustomCounterMap', 'PredictiveForecasts', 'SQLServerID']
 ['CustomCounterMap', 'PredictiveForecasts', 'Metric']
 ['CustomCounterMap', 'DiskDriveStatisticsAggregation', 'SQLServerID']
 ['CustomCounterMap', 'AlertInstanceTemplate', 'SQLServerID']
 ['CustomCounterMap', 'AdvanceFilteringAlert', 'Metric']
 ['CustomCounterMap', 'PrescriptiveAnalysis', 'SQLServerID']
 ['CustomCounterMap', 'VMConfigData', 'SQLServerID']
 ['CustomCounterMap', 'ESXConfigData', 'SQLServerID']
 ['CustomCounterMap', 'CustomCounterTags', 'Metric']
 ['CustomCounterMap', 'VMStatistics', 'SQLServerID']
 ['CustomCounterMap', 'AzureProfile', 'SQLServerID']
 ['CustomCounterMap', 'ESXStatistics', 'SQLServerID']
 ['CustomCounterMap', 'BaselineTemplates', 'SQLServerID']
 ['CustomCounterMap', 'ServerStatistics', 'SQLServerID']
 ['CustomCounterMap', 'OSStatistics', 'SQLServerID']
 ['CustomCounterMap', 'BaselineStatistics', 'SQLServerID']
 ['CustomCounterMap', 'SQLServerDatabaseNames', 'SQLServerID']
 ['CustomCounterMap', 'DashboardDefaults', 'SQLServerID']
 ['CustomCounterMap', 'MonitoredServerSQLsafeInstance', 'SQLServerID']
 ['CustomCounterMap', 'WaitStatistics', 'SQLServerID']
 ['CustomCounterMap', 'AlwaysOnReplicas', 'SQLServerID']
 ['CustomCounterMap', 'AlwaysOnStatistics', 'SQLServerID']
 ['CustomCounterMap', 'AlwaysOnRealTimeStatistics', 'SQLServerID']
 ['CustomCounterMap', 'LatestGroomingStatus', 'SQLServerID']
 ['CustomCounterMap', 'DiskDriveStatistics', 'SQLServerID']
 ['CustomCounterMap', 'DefaultMetricThresholds', 'Metric']
 ['CustomCounterMap', 'ActiveWaitStatistics', 'SQLServerID']
 ['CustomCounterMap', 'MetricThresholds', 'SQLServerID']
 ['CustomCounterMap', 'MetricThresholds', 'Metric']
 ['CustomCounterMap', 'Alerts', 'Metric']
 ['CustomCounterMap', 'Tasks', 'Metric']
 ['CustomCounterMap', 'QueryMonitorStatistics', 'SQLServerID']
 ['CustomCounterMap', 'MetricInfo', 'Metric']
 ['CustomCounterMap', 'ServerActivity', 'SQLServerID']
 ['CustomCounterMap', 'Blocks', 'SQLServerID']
 ['CustomCounterMap', 'BlockingSessionStatistics', 'SQLServerID']
 ['PrescriptiveAnalysisSnapshotValuesPrevious', 'ServerStatistics', 'WindowsVersion']
 ['PrescriptiveAnalysisSnapshotValuesPrevious', 'AnalysisConfiguration', 'MonitoredServerID']
 ['HealthIndexCofficients', 'PrescriptiveAnalyzerCategory', 'ID']
 ['HealthIndexCofficients', 'PrescriptiveAnalyzer', 'ID']
 ['HealthIndexCofficients', 'AlertInstanceTemplate', 'ID']
 ['HealthIndexCofficients', 'AdvanceFilteringAlert', 'ID']
 ['HealthIndexCofficients', 'AzureApplication', 'ID']
 ['HealthIndexCofficients', 'AzureSubscription', 'ID']
 ['HealthIndexCofficients', 'AzureApplicationProfile', 'ID']
 ['HealthIndexCofficients', 'PrescriptiveOptimiztionExecutionStatus', 'ID']
 ['HealthIndexCofficients', 'AzureResource', 'ID']
 ['HealthIndexCofficients', 'PrescriptiveAnalysisRecommendation', 'ID']
 ['HealthIndexCofficients', 'AzureProfile', 'ID']
 ['HealthIndexCofficients', 'CounterMasterList', 'ID']
 ['HealthIndexCofficients', 'CustomReports', 'ID']
 ['HealthIndexCofficients', 'CustomReportsCounters', 'ID']
 ['HealthIndexCofficients', 'AnalysisConfiguration', 'ID']
 ['CustomCounterStatistics', 'SCOMAlertEvent', 'MetricID']
 ['CustomCounterStatistics', 'QuerySignatureAggregation', 'SQLServerID']
 ['CustomCounterStatistics', 'PermissionServers', 'SQLServerID']
 ['CustomCounterStatistics', 'PredictiveModels', 'SQLServerID']
 ['CustomCounterStatistics', 'DiskDrives', 'SQLServerID']
 ['CustomCounterStatistics', 'DiskDrives', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'BaselineMetaData', 'MetricID']
 ['CustomCounterStatistics', 'PredictiveForecasts', 'SQLServerID']
 ['CustomCounterStatistics', 'DiskDriveStatisticsAggregation', 'SQLServerID']
 ['CustomCounterStatistics', 'AlertInstanceTemplate', 'SQLServerID']
 ['CustomCounterStatistics', 'MirroringStatistics', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'PrescriptiveAnalysis', 'SQLServerID']
 ['CustomCounterStatistics', 'VMConfigData', 'SQLServerID']
 ['CustomCounterStatistics', 'VMConfigData', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'ESXConfigData', 'SQLServerID']
 ['CustomCounterStatistics', 'ESXConfigData', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'VMStatistics', 'SQLServerID']
 ['CustomCounterStatistics', 'VMStatistics', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'AzureProfile', 'SQLServerID']
 ['CustomCounterStatistics', 'ESXStatistics', 'SQLServerID']
 ['CustomCounterStatistics', 'ESXStatistics', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'BaselineTemplates', 'SQLServerID']
 ['CustomCounterStatistics', 'ServerStatistics', 'TimeDeltaInSeconds']
 ['CustomCounterStatistics', 'ServerStatistics', 'SQLServerID']
 ['CustomCounterStatistics', 'ServerStatistics', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'OSStatistics', 'SQLServerID']
 ['CustomCounterStatistics', 'OSStatistics', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'BaselineStatistics', 'SQLServerID']
 ['CustomCounterStatistics', 'BaselineStatistics', 'MetricID']
 ['CustomCounterStatistics', 'SQLServerDatabaseNames', 'SQLServerID']
 ['CustomCounterStatistics', 'DashboardDefaults', 'SQLServerID']
 ['CustomCounterStatistics', 'DatabaseFileActivity', 'TimeDeltaInSeconds']
 ['CustomCounterStatistics', 'DatabaseFileActivity', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'TempdbFileData', 'TimeDeltaInSeconds']
 ['CustomCounterStatistics', 'TempdbFileData', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'MonitoredServerSQLsafeInstance', 'SQLServerID']
 ['CustomCounterStatistics', 'WaitStatistics', 'TimeDeltaInSeconds']
 ['CustomCounterStatistics', 'WaitStatistics', 'SQLServerID']
 ['CustomCounterStatistics', 'WaitStatistics', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'DatabaseStatistics', 'TimeDeltaInSeconds']
 ['CustomCounterStatistics', 'DatabaseStatistics', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'stageDatabaseStatistics', 'TimeDeltaInSeconds']
 ['CustomCounterStatistics', 'stageDatabaseStatistics', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'DatabaseSize', 'TimeDeltaInSeconds']
 ['CustomCounterStatistics', 'DatabaseSize', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'TableGrowth', 'TimeDeltaInSeconds']
 ['CustomCounterStatistics', 'TableGrowth', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'AlwaysOnReplicas', 'SQLServerID']
 ['CustomCounterStatistics', 'TableReorganization', 'TimeDeltaInSeconds']
 ['CustomCounterStatistics', 'TableReorganization', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'AlwaysOnStatistics', 'TimeDeltaInSeconds']
 ['CustomCounterStatistics', 'AlwaysOnStatistics', 'SQLServerID']
 ['CustomCounterStatistics', 'AlwaysOnStatistics', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'AlwaysOnRealTimeStatistics', 'TimeDeltaInSeconds']
 ['CustomCounterStatistics', 'AlwaysOnRealTimeStatistics', 'SQLServerID']
 ['CustomCounterStatistics', 'AlwaysOnRealTimeStatistics', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'DatabaseSizeDateTime', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'LatestGroomingStatus', 'SQLServerID']
 ['CustomCounterStatistics', 'DBMetrics', 'MetricID']
 ['CustomCounterStatistics', 'DiskDriveStatistics', 'SQLServerID']
 ['CustomCounterStatistics', 'DiskDriveStatistics', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'ActiveWaitStatistics', 'SQLServerID']
 ['CustomCounterStatistics', 'ActiveWaitStatistics', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'DatabaseFileStatistics', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'MetricThresholds', 'SQLServerID']
 ['CustomCounterStatistics', 'CustomDashboardWidgets', 'MetricID']
 ['CustomCounterStatistics', 'QueryMonitorStatistics', 'SQLServerID']
 ['CustomCounterStatistics', 'QueryMonitorStatistics', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'ServerActivity', 'SQLServerID']
 ['CustomCounterStatistics', 'ServerActivity', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'Blocks', 'SQLServerID']
 ['CustomCounterStatistics', 'Blocks', 'UTCCollectionDateTime']
 ['CustomCounterStatistics', 'BlockingSessionStatistics', 'SQLServerID']
 ['CustomCounterStatistics', 'BlockingSessionStatistics', 'UTCCollectionDateTime']
 ['SCOMAlertEvent', 'BaselineMetaData', 'MetricID']
 ['SCOMAlertEvent', 'BaselineStatistics', 'MetricID']
 ['SCOMAlertEvent', 'DBMetrics', 'MetricID']
 ['SCOMAlertEvent', 'CustomDashboardWidgets', 'MetricID']
 ['Permission', 'CollectionServices', 'Enabled']
 ['Permission', 'DefaultMetricThresholds', 'Enabled']
 ['Permission', 'MetricThresholds', 'Enabled']
 ['QuerySignatureAggregation', 'PermissionServers', 'SQLServerID']
 ['QuerySignatureAggregation', 'DatabaseSizeDateTimeAggregation', 'DatabaseID']
 ['QuerySignatureAggregation', 'PredictiveModels', 'SQLServerID']
 ['QuerySignatureAggregation', 'DiskDrives', 'SQLServerID']
 ['QuerySignatureAggregation', 'DatabaseSizeAggregation', 'DatabaseID']
 ['QuerySignatureAggregation', 'PredictiveForecasts', 'SQLServerID']
 ['QuerySignatureAggregation', 'DiskDriveStatisticsAggregation', 'SQLServerID']
 ['QuerySignatureAggregation', 'DatabaseStatisticsAggregation', 'DatabaseID']
 ['QuerySignatureAggregation', 'MirroringParticipants', 'DatabaseID']
 ['QuerySignatureAggregation', 'AlertInstanceTemplate', 'SQLServerID']
 ['QuerySignatureAggregation', 'MirroringStatistics', 'DatabaseID']
 ['QuerySignatureAggregation', 'PrescriptiveAnalysis', 'SQLServerID']
 ['QuerySignatureAggregation', 'VMConfigData', 'SQLServerID']
 ['QuerySignatureAggregation', 'ESXConfigData', 'SQLServerID']
 ['QuerySignatureAggregation', 'VMStatistics', 'SQLServerID']
 ['QuerySignatureAggregation', 'AzureProfile', 'SQLServerID']
 ['QuerySignatureAggregation', 'ESXStatistics', 'SQLServerID']
 ['QuerySignatureAggregation', 'BaselineTemplates', 'SQLServerID']
 ['QuerySignatureAggregation', 'ServerStatistics', 'SQLServerID']
 ['QuerySignatureAggregation', 'OSStatistics', 'SQLServerID']
 ['QuerySignatureAggregation', 'BaselineStatistics', 'SQLServerID']
 ['QuerySignatureAggregation', 'SQLServerDatabaseNames', 'SQLServerID']
 ['QuerySignatureAggregation', 'DashboardDefaults', 'SQLServerID']
 ['QuerySignatureAggregation', 'DatabaseFiles', 'DatabaseID']
 ['QuerySignatureAggregation', 'MonitoredServerSQLsafeInstance', 'SQLServerID']
 ['QuerySignatureAggregation', 'WaitStatistics', 'SQLServerID']
 ['QuerySignatureAggregation', 'DatabaseStatistics', 'DatabaseID']
 ['QuerySignatureAggregation', 'DatabaseSize', 'DatabaseID']
 ['QuerySignatureAggregation', 'SQLServerTableNames', 'DatabaseID']
 ['QuerySignatureAggregation', 'AlwaysOnReplicas', 'SQLServerID']
 ['QuerySignatureAggregation', 'AlwaysOnDatabases', 'DatabaseID']
 ['QuerySignatureAggregation', 'AlwaysOnStatistics', 'SQLServerID']
 ['QuerySignatureAggregation', 'SQLSignaturesOverflow', 'SQLSignatureID']
 ['QuerySignatureAggregation', 'AlwaysOnRealTimeStatistics', 'SQLServerID']
 ['QuerySignatureAggregation', 'DatabaseSizeDateTime', 'DatabaseID']
 ['QuerySignatureAggregation', 'LatestGroomingStatus', 'SQLServerID']
 ['QuerySignatureAggregation', 'DiskDriveStatistics', 'SQLServerID']
 ['QuerySignatureAggregation', 'ActiveWaitStatistics', 'SQLServerID']
 ['QuerySignatureAggregation', 'ActiveWaitStatistics', 'SQLSignatureID']
 ['QuerySignatureAggregation', 'ActiveWaitStatistics', 'DatabaseID']
 ['QuerySignatureAggregation', 'ActiveWaitStatistics', 'ApplicationNameID']
 ['QuerySignatureAggregation', 'MetricThresholds', 'SQLServerID']
 ['QuerySignatureAggregation', 'QueryMonitorStatistics', 'SQLSignatureID']
 ['QuerySignatureAggregation', 'QueryMonitorStatistics', 'SQLServerID']
 ['QuerySignatureAggregation', 'QueryMonitorStatistics', 'DatabaseID']
 ['QuerySignatureAggregation', 'QueryMonitorStatistics', 'ApplicationNameID']
 ['QuerySignatureAggregation', 'QueryMonitorStatistics', 'StatementType']
 ['QuerySignatureAggregation', 'ServerActivity', 'SQLServerID']
 ['QuerySignatureAggregation', 'AllSQLSignatures', 'SQLSignatureID']
 ['QuerySignatureAggregation', 'Blocks', 'SQLServerID']
 ['QuerySignatureAggregation', 'BlockingSessionStatistics', 'SQLServerID']
 ['QuerySignatureAggregation', 'BlockingSessionStatistics', 'SQLSignatureID']
 ['QuerySignatureAggregation', 'BlockingSessionStatistics', 'DatabaseID']
 ['QuerySignatureAggregation', 'BlockingSessionStatistics', 'ApplicationNameID']
 ['QuerySignatureAggregation', 'AnalysisConfigBlockedDatabases', 'DatabaseID']
 ['UserSessionSettings', 'ReportIntervals', 'Value']
 ['UserSessionSettings', 'ReportPeriods', 'Value']
 ['UserSessionSettings', 'Alerts', 'Value']
 ['UserSessionSettings', 'Tasks', 'Value']
 ['PermissionServers', 'PredictiveModels', 'SQLServerID']
 ['PermissionServers', 'DiskDrives', 'SQLServerID']
 ['PermissionServers', 'PredictiveForecasts', 'SQLServerID']
 ['PermissionServers', 'DiskDriveStatisticsAggregation', 'SQLServerID']
 ['PermissionServers', 'AlertInstanceTemplate', 'SQLServerID']
 ['PermissionServers', 'PrescriptiveAnalysis', 'SQLServerID']
 ['PermissionServers', 'VMConfigData', 'SQLServerID']
 ['PermissionServers', 'ESXConfigData', 'SQLServerID']
 ['PermissionServers', 'VMStatistics', 'SQLServerID']
 ['PermissionServers', 'AzureProfile', 'SQLServerID']
 ['PermissionServers', 'ESXStatistics', 'SQLServerID']
 ['PermissionServers', 'BaselineTemplates', 'SQLServerID']
 ['PermissionServers', 'ServerStatistics', 'SQLServerID']
 ['PermissionServers', 'OSStatistics', 'SQLServerID']
 ['PermissionServers', 'BaselineStatistics', 'SQLServerID']
 ['PermissionServers', 'SQLServerDatabaseNames', 'SQLServerID']
 ['PermissionServers', 'DashboardDefaults', 'SQLServerID']
 ['PermissionServers', 'MonitoredServerSQLsafeInstance', 'SQLServerID']
 ['PermissionServers', 'WaitStatistics', 'SQLServerID']
 ['PermissionServers', 'AlwaysOnReplicas', 'SQLServerID']
 ['PermissionServers', 'AlwaysOnStatistics', 'SQLServerID']
 ['PermissionServers', 'AlwaysOnRealTimeStatistics', 'SQLServerID']
 ['PermissionServers', 'LatestGroomingStatus', 'SQLServerID']
 ['PermissionServers', 'DiskDriveStatistics', 'SQLServerID']
 ['PermissionServers', 'ActiveWaitStatistics', 'SQLServerID']
 ['PermissionServers', 'MetricThresholds', 'SQLServerID']
 ['PermissionServers', 'QueryMonitorStatistics', 'SQLServerID']
 ['PermissionServers', 'ServerActivity', 'SQLServerID']
 ['PermissionServers', 'Blocks', 'SQLServerID']
 ['PermissionServers', 'BlockingSessionStatistics', 'SQLServerID']
 ['DatabaseSizeDateTimeAggregation', 'TableGrowthAggregation', 'MaxUTCCollectionDateTime']
 ['DatabaseSizeDateTimeAggregation', 'TableGrowthAggregation', 'MinUTCCollectionDateTime']
 ['DatabaseSizeDateTimeAggregation', 'DatabaseSizeAggregation', 'MaxUTCCollectionDateTime']
 ['DatabaseSizeDateTimeAggregation', 'DatabaseSizeAggregation', 'MinUTCCollectionDateTime']
 ['DatabaseSizeDateTimeAggregation', 'DatabaseSizeAggregation', 'DatabaseID']
 ['DatabaseSizeDateTimeAggregation', 'DatabaseFileStatisticsAggregation', 'MaxUTCCollectionDateTime']
 ['DatabaseSizeDateTimeAggregation', 'DatabaseFileStatisticsAggregation', 'MinUTCCollectionDateTime']
 ['DatabaseSizeDateTimeAggregation', 'DiskDriveStatisticsAggregation', 'MaxUTCCollectionDateTime']
 ['DatabaseSizeDateTimeAggregation', 'DiskDriveStatisticsAggregation', 'MinUTCCollectionDateTime']
 ['DatabaseSizeDateTimeAggregation', 'DatabaseStatisticsAggregation', 'MaxUTCCollectionDateTime']
 ['DatabaseSizeDateTimeAggregation', 'DatabaseStatisticsAggregation', 'MinUTCCollectionDateTime']
 ['DatabaseSizeDateTimeAggregation', 'DatabaseStatisticsAggregation', 'DatabaseID']
 ['DatabaseSizeDateTimeAggregation', 'MirroringParticipants', 'DatabaseID']
 ['DatabaseSizeDateTimeAggregation', 'MirroringStatistics', 'DatabaseID']
 ['DatabaseSizeDateTimeAggregation', 'SQLServerDatabaseNames', 'DatabaseID']
 ['DatabaseSizeDateTimeAggregation', 'DatabaseFiles', 'DatabaseID']
 ['DatabaseSizeDateTimeAggregation', 'DatabaseStatistics', 'DatabaseID']
 ['DatabaseSizeDateTimeAggregation', 'DatabaseSize', 'DatabaseID']
 ['DatabaseSizeDateTimeAggregation', 'SQLServerTableNames', 'DatabaseID']
 ['DatabaseSizeDateTimeAggregation', 'AlwaysOnDatabases', 'DatabaseID']
 ['DatabaseSizeDateTimeAggregation', 'DatabaseSizeDateTime', 'DatabaseID']
 ['DatabaseSizeDateTimeAggregation', 'ActiveWaitStatistics', 'DatabaseID']
 ['DatabaseSizeDateTimeAggregation', 'QueryMonitorStatistics', 'DatabaseID']
 ['DatabaseSizeDateTimeAggregation', 'BlockingSessionStatistics', 'DatabaseID']
 ['DatabaseSizeDateTimeAggregation', 'AnalysisConfigBlockedDatabases', 'DatabaseID']
 ['TableGrowthAggregation', 'DatabaseSizeAggregation', 'MinUTCCollectionDateTime']
 ['TableGrowthAggregation', 'DatabaseSizeAggregation', 'TotalTimeDeltaInSeconds']
 ['TableGrowthAggregation', 'DatabaseSizeAggregation', 'MaxUTCCollectionDateTime']
 ['TableGrowthAggregation', 'DatabaseSizeAggregation', 'MinTimeDeltaInSeconds']
 ['TableGrowthAggregation', 'DatabaseSizeAggregation', 'MaxTimeDeltaInSeconds']
 ['TableGrowthAggregation', 'DatabaseFileStatisticsAggregation', 'MaxUTCCollectionDateTime']
 ['TableGrowthAggregation', 'DatabaseFileStatisticsAggregation', 'MinUTCCollectionDateTime']
 ['TableGrowthAggregation', 'DiskDriveStatisticsAggregation', 'MaxUTCCollectionDateTime']
 ['TableGrowthAggregation', 'DiskDriveStatisticsAggregation', 'MinUTCCollectionDateTime']
 ['TableGrowthAggregation', 'DatabaseStatisticsAggregation', 'MinUTCCollectionDateTime']
 ['TableGrowthAggregation', 'DatabaseStatisticsAggregation', 'TotalTimeDeltaInSeconds']
 ['TableGrowthAggregation', 'DatabaseStatisticsAggregation', 'MaxUTCCollectionDateTime']
 ['TableGrowthAggregation', 'DatabaseStatisticsAggregation', 'MinTimeDeltaInSeconds']
 ['TableGrowthAggregation', 'DatabaseStatisticsAggregation', 'MaxTimeDeltaInSeconds']
 ['TableGrowthAggregation', 'SQLServerTableNames', 'TableID']
 ['TableGrowthAggregation', 'TableGrowth', 'TableID']
 ['TableGrowthAggregation', 'TableReorganization', 'TableID']
 ['PredictiveModels', 'DiskDrives', 'SQLServerID']
 ['PredictiveModels', 'PredictiveForecasts', 'SQLServerID']
 ['PredictiveModels', 'PredictiveForecasts', 'Metric']
 ['PredictiveModels', 'PredictiveForecasts', 'Severity']
 ['PredictiveModels', 'PredictiveForecasts', 'Timeframe']
 ['PredictiveModels', 'DiskDriveStatisticsAggregation', 'SQLServerID']
 ['PredictiveModels', 'AlertInstanceTemplate', 'SQLServerID']
 ['PredictiveModels', 'AdvanceFilteringAlert', 'Metric']
 ['PredictiveModels', 'PrescriptiveAnalysis', 'SQLServerID']
 ['PredictiveModels', 'VMConfigData', 'SQLServerID']
 ['PredictiveModels', 'ESXConfigData', 'SQLServerID']
 ['PredictiveModels', 'CustomCounterTags', 'Metric']
 ['PredictiveModels', 'VMStatistics', 'SQLServerID']
 ['PredictiveModels', 'AzureProfile', 'SQLServerID']
 ['PredictiveModels', 'ESXStatistics', 'SQLServerID']
 ['PredictiveModels', 'BaselineTemplates', 'SQLServerID']
 ['PredictiveModels', 'ServerStatistics', 'SQLServerID']
 ['PredictiveModels', 'OSStatistics', 'SQLServerID']
 ['PredictiveModels', 'BaselineStatistics', 'SQLServerID']
 ['PredictiveModels', 'SQLServerDatabaseNames', 'SQLServerID']
 ['PredictiveModels', 'DashboardDefaults', 'SQLServerID']
 ['PredictiveModels', 'MonitoredServerSQLsafeInstance', 'SQLServerID']
 ['PredictiveModels', 'WaitStatistics', 'SQLServerID']
 ['PredictiveModels', 'AlwaysOnReplicas', 'SQLServerID']
 ['PredictiveModels', 'AlwaysOnStatistics', 'SQLServerID']
 ['PredictiveModels', 'AlwaysOnRealTimeStatistics', 'SQLServerID']
 ['PredictiveModels', 'LatestGroomingStatus', 'SQLServerID']
 ['PredictiveModels', 'DiskDriveStatistics', 'SQLServerID']
 ['PredictiveModels', 'DefaultMetricThresholds', 'Metric']
 ['PredictiveModels', 'ActiveWaitStatistics', 'SQLServerID']
 ['PredictiveModels', 'MetricThresholds', 'SQLServerID']
 ['PredictiveModels', 'MetricThresholds', 'Metric']
 ['PredictiveModels', 'Alerts', 'Metric']
 ['PredictiveModels', 'Alerts', 'Severity']
 ['PredictiveModels', 'Tasks', 'Metric']
 ['PredictiveModels', 'Tasks', 'Severity']
 ['PredictiveModels', 'QueryMonitorStatistics', 'SQLServerID']
 ['PredictiveModels', 'MetricInfo', 'Metric']
 ['PredictiveModels', 'ServerActivity', 'SQLServerID']
 ['PredictiveModels', 'MetricMetaData', 'Metric']
 ['PredictiveModels', 'Blocks', 'SQLServerID']
 ['PredictiveModels', 'BlockingSessionStatistics', 'SQLServerID']
 ['DiskDrives', 'DatabaseFileStatisticsAggregation', 'DriveName']
 ['DiskDrives', 'PredictiveForecasts', 'SQLServerID']
 ['DiskDrives', 'DiskDriveStatisticsAggregation', 'SQLServerID']
 ['DiskDrives', 'DiskDriveStatisticsAggregation', 'DriveName']
 ['DiskDrives', 'AlertInstanceTemplate', 'SQLServerID']
 ['DiskDrives', 'MirroringStatistics', 'UTCCollectionDateTime']
 ['DiskDrives', 'PrescriptiveAnalysis', 'SQLServerID']
 ['DiskDrives', 'VMConfigData', 'SQLServerID']
 ['DiskDrives', 'VMConfigData', 'UTCCollectionDateTime']
 ['DiskDrives', 'ESXConfigData', 'SQLServerID']
 ['DiskDrives', 'ESXConfigData', 'UTCCollectionDateTime']
 ['DiskDrives', 'VMStatistics', 'SQLServerID']
 ['DiskDrives', 'VMStatistics', 'UTCCollectionDateTime']
 ['DiskDrives', 'MonitoredSQLServers', 'SQLServerID']
 ['DiskDrives', 'AzureProfile', 'SQLServerID']
 ['DiskDrives', 'ESXStatistics', 'SQLServerID']
 ['DiskDrives', 'ESXStatistics', 'UTCCollectionDateTime']
 ['DiskDrives', 'BaselineTemplates', 'SQLServerID']
 ['DiskDrives', 'ServerStatistics', 'SQLServerID']
 ['DiskDrives', 'ServerStatistics', 'UTCCollectionDateTime']
 ['DiskDrives', 'OSStatistics', 'SQLServerID']
 ['DiskDrives', 'OSStatistics', 'UTCCollectionDateTime']
 ['DiskDrives', 'BaselineStatistics', 'SQLServerID']
 ['DiskDrives', 'SQLServerDatabaseNames', 'SQLServerID']
 ['DiskDrives', 'DashboardDefaults', 'SQLServerID']
 ['DiskDrives', 'DatabaseFiles', 'DriveName']
 ['DiskDrives', 'DatabaseFileActivity', 'UTCCollectionDateTime']
 ['DiskDrives', 'TempdbFileData', 'UTCCollectionDateTime']
 ['DiskDrives', 'MonitoredServerSQLsafeInstance', 'SQLServerID']
 ['DiskDrives', 'WaitStatistics', 'SQLServerID']
 ['DiskDrives', 'WaitStatistics', 'UTCCollectionDateTime']
 ['DiskDrives', 'DatabaseStatistics', 'DatabaseSizeTime']
 ['DiskDrives', 'DatabaseStatistics', 'UTCCollectionDateTime']
 ['DiskDrives', 'stageDatabaseStatistics', 'UTCCollectionDateTime']
 ['DiskDrives', 'DatabaseSize', 'UTCCollectionDateTime']
 ['DiskDrives', 'TableGrowth', 'UTCCollectionDateTime']
 ['DiskDrives', 'AlwaysOnReplicas', 'SQLServerID']
 ['DiskDrives', 'TableReorganization', 'UTCCollectionDateTime']
 ['DiskDrives', 'AlwaysOnStatistics', 'SQLServerID']
 ['DiskDrives', 'AlwaysOnStatistics', 'UTCCollectionDateTime']
 ['DiskDrives', 'AlwaysOnRealTimeStatistics', 'SQLServerID']
 ['DiskDrives', 'AlwaysOnRealTimeStatistics', 'UTCCollectionDateTime']
 ['DiskDrives', 'DatabaseSizeDateTime', 'UTCCollectionDateTime']
 ['DiskDrives', 'LatestGroomingStatus', 'SQLServerID']
 ['DiskDrives', 'DiskDriveStatistics', 'UnusedSizeKB']
 ['DiskDrives', 'DiskDriveStatistics', 'AverageDiskMillisecondsPerRead']
 ['DiskDrives', 'DiskDriveStatistics', 'DatabaseSizeTime']
 ['DiskDrives', 'DiskDriveStatistics', 'AverageDiskMillisecondsPerWrite']
 ['DiskDrives', 'DiskDriveStatistics', 'AverageDiskQueueLength']
 ['DiskDrives', 'DiskDriveStatistics', 'DiskReadsPerSecond']
 ['DiskDrives', 'DiskDriveStatistics', 'DiskWritesPerSecond']
 ['DiskDrives', 'DiskDriveStatistics', 'TotalSizeKB']
 ['DiskDrives', 'DiskDriveStatistics', 'UTCCollectionDateTime']
 ['DiskDrives', 'DiskDriveStatistics', 'AverageDiskMillisecondsPerTransfer']
 ['DiskDrives', 'DiskDriveStatistics', 'SQLServerID']
 ['DiskDrives', 'DiskDriveStatistics', 'DriveName']
 ['DiskDrives', 'DiskDriveStatistics', 'DiskIdlePercent']
 ['DiskDrives', 'DiskDriveStatistics', 'DiskTransfersPerSecond']
 ['DiskDrives', 'ActiveWaitStatistics', 'SQLServerID']
 ['DiskDrives', 'ActiveWaitStatistics', 'UTCCollectionDateTime']
 ['DiskDrives', 'DatabaseFileStatistics', 'DriveName']
 ['DiskDrives', 'DatabaseFileStatistics', 'UTCCollectionDateTime']
